ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Consumer,Texas,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,"0,444",1,7,MAT-1,Null
Consumer,Texas,Central,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,"146,176",8,8,MAT-2,Null
Home Office,Nebraska,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,"15,92",2,9,MAT,Null
Consumer,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,"159,96",5,10,MAT-1,Null
Consumer,California,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,"13,76",2,11,MAT-2,Null
Consumer,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets","4,312",2,12,MAT,Null
Consumer,New York,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,"13,96",2,13,MAT-1,YTD
Consumer,New York,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,"27,414",3,1,MAT-2,Null
Corporate,Michigan,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","73,98",2,2,MAT,Null
Corporate,Michigan,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,"160,98",1,3,MAT-1,Null
Corporate,Michigan,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,"17,34",3,4,MAT-2,Null
Corporate,Michigan,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,"3,28",1,5,MAT,Null
Corporate,Texas,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,"8,856",3,6,MAT-1,Null
Corporate,Texas,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,"158,376",3,7,MAT-2,Null
Consumer,Washington,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"1219,96",5,8,MAT,Null
Consumer,California,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,"3,168",2,9,MAT-1,Null
Consumer,California,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,"19,44",3,10,MAT-2,Null
Consumer,California,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"454,86",7,11,MAT,Null
Consumer,California,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,"91,392",8,12,MAT-1,Null
Consumer,Pennsylvania,East,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,"19,04",4,13,MAT-2,YTD-1
Consumer,Washington,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","37,44",6,1,MAT,Null
Consumer,Washington,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,"37,59",3,2,MAT-1,Null
Consumer,Washington,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","26,032",2,3,MAT-2,Null
Corporate,New York,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,"35,91",3,4,MAT,Null
Consumer,Florida,South,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","91,032",3,5,MAT-1,Null
Consumer,Virginia,South,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,"54,66",6,6,MAT-2,Null
Consumer,North Carolina,South,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,"67,344",6,7,MAT,Null
Consumer,North Carolina,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color","2624,985",3,8,MAT-1,Null
Consumer,Washington,West,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,"73,28",4,9,MAT-2,Null
Corporate,Illinois,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front","14,48",5,10,MAT,Null
Consumer,Florida,South,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,"11,952",3,11,MAT-1,Null
Consumer,Florida,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,"15,552",3,12,MAT-2,Null
Consumer,Virginia,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,13,MAT,YTD-2
Consumer,Virginia,South,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","209,97",3,1,MAT-1,Null
Home Office,California,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black","112,12",5,2,MAT-2,Null
Home Office,California,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,"1575,14",7,3,MAT,Null
Consumer,Virginia,South,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,"25,06",7,4,MAT-1,Null
Corporate,Texas,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,"6,924",6,5,MAT-2,Null
Consumer,Pennsylvania,East,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,"37,392",3,6,MAT,Null
Consumer,Pennsylvania,East,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W","79,12",5,7,MAT-1,Null
Consumer,Kansas,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,"18,9",3,8,MAT-2,Null
Consumer,Michigan,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,"57,42",9,9,MAT,Null
Home Office,California,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack","12,74",7,10,MAT-1,Null
Home Office,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,"8,82",3,11,MAT-2,Null
Home Office,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"120,784",1,12,MAT,Null
Consumer,New York,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","322,59",3,13,MAT-1,YTD
Consumer,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","9,762",3,1,MAT-2,Null
Consumer,Texas,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,"13,72",1,2,MAT,Null
Consumer,Texas,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,"55,2",1,3,MAT-1,Null
Consumer,Texas,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit","259,136",4,4,MAT-2,Null
Consumer,Pennsylvania,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,"29,24",5,5,MAT,Null
Consumer,Pennsylvania,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","15,552",3,6,MAT-1,Null
Consumer,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,"4,896",3,7,MAT-2,Null
Corporate,Tennessee,South,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,"38,088",4,8,MAT,Null
Corporate,Tennessee,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,"2,808",3,9,MAT-1,Null
Consumer,Pennsylvania,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,"47,984",2,10,MAT-2,Null
Consumer,Pennsylvania,East,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front","26,064",6,11,MAT,Null
Corporate,Illinois,Central,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,"15,696",3,12,MAT-1,Null
Consumer,Georgia,South,OFF-AR-10003056,Office Supplies,Art,Newell 341,"12,84",3,13,MAT-2,YTD
Consumer,New York,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,"539,97",3,1,MAT,Null
Consumer,New York,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,"22,58",2,2,MAT-1,Null
Consumer,New Hampshire,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,"16,52",4,3,MAT-2,Null
Consumer,New Hampshire,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,"671,94",3,4,MAT,Null
Corporate,Colorado,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,"169,064",7,5,MAT-1,Null
Corporate,Colorado,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,"168,624",9,6,MAT-2,Null
Corporate,New York,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,"19,44",3,7,MAT,Null
Consumer,California,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,"31,92",4,8,MAT-1,Null
Consumer,California,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,"433,568",2,9,MAT-2,Null
Home Office,Arizona,West,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,"31,104",6,10,MAT,Null
Home Office,Arizona,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,"54,816",3,11,MAT-1,Null
Consumer,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,"48,86",7,12,MAT-2,Null
Consumer,South Carolina,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""","14,2",2,13,MAT,YTD-1
Consumer,South Carolina,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,"12,96",2,1,MAT-1,Null
Consumer,South Carolina,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,"58,34",2,2,MAT-2,Null
Home Office,California,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","56,3",2,3,MAT,Null
Corporate,South Carolina,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,"629,95",5,4,MAT-1,Null
Corporate,South Carolina,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,"122,97",3,5,MAT-2,Null
Consumer,California,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","46,35",5,6,MAT,Null
Home Office,California,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,"14,976",9,7,MAT-1,Null
Consumer,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,"4,24",5,8,MAT-2,Null
Home Office,New York,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,"319,96",4,9,MAT,Null
Home Office,New York,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","17,04",3,10,MAT-1,Null
Home Office,New York,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,"344,91",3,11,MAT-2,Null
Corporate,Massachusetts,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,"81,94",1,12,MAT,Null
Consumer,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,"98,16",6,13,MAT-1,YTD-2
Corporate,Texas,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","6,874",7,1,MAT,Null
Corporate,Texas,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","1,996",1,2,MAT-1,Null
Corporate,Texas,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,"8,928",2,3,MAT-2,Null
Corporate,Iowa,Central,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),"9,99",1,4,MAT,Null
Consumer,Delaware,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"10499,97",3,5,MAT-1,Null
Consumer,Texas,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,"21,12",5,6,MAT-2,Null
Corporate,Idaho,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"696,42",2,7,MAT,Null
Corporate,Idaho,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,"304,776",3,8,MAT-1,Null
Consumer,California,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black","51,98",2,9,MAT-2,Null
Consumer,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene","24,7",5,10,MAT,Null
Consumer,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,"21,93",3,11,MAT-1,Null
Consumer,Pennsylvania,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,"394,816",4,12,MAT-2,Null
Consumer,Pennsylvania,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack","18,192",4,13,MAT,YTD
Home Office,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,"7,31",1,1,MAT-1,Null
Home Office,New York,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"799,984",2,2,MAT-2,Null
Home Office,New York,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","41,28",6,3,MAT,Null
Home Office,New York,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,"184,66",7,4,MAT-1,Null
Consumer,Rhode Island,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,"49,25",5,5,MAT-2,Null
Consumer,Rhode Island,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","10,16",2,6,MAT,Null
Consumer,Rhode Island,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak","14,76",2,7,MAT-1,Null
Consumer,Rhode Island,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,"34,08",2,8,MAT-2,Null
Consumer,Rhode Island,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,"17,67",3,9,MAT,Null
Consumer,Rhode Island,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,"1604,9",5,10,MAT-1,Null
Consumer,Rhode Island,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","385,686",1,11,MAT-2,Null
Consumer,Illinois,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,"15,984",2,12,MAT,Null
Consumer,Kentucky,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads","9,42",3,13,MAT-1,YTD-1
Consumer,Kentucky,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,"6,56",2,1,MAT-2,Null
Consumer,Kentucky,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,"24,56",2,2,MAT,Null
Consumer,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets","128,4",3,3,MAT-1,Null
Consumer,New York,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,"62,28",4,4,MAT-2,Null
Corporate,California,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,"9,24",3,5,MAT,Null
Corporate,California,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","482,664",8,6,MAT-1,Null
Corporate,California,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,"4799,984",2,7,MAT-2,Null
Consumer,Washington,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,"37,94",2,8,MAT,Null
Consumer,Washington,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","18,288",6,9,MAT-1,Null
Consumer,Washington,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,"385,8",5,10,MAT-2,Null
Consumer,Washington,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","102,96",2,11,MAT,Null
Consumer,Washington,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"174,42",3,12,MAT-1,Null
Consumer,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","1,964",2,13,MAT-2,YTD-2
Corporate,Illinois,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,"94,428",3,1,MAT,Null
Consumer,Iowa,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","45,92",4,2,MAT-1,Null
Home Office,Washington,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,"61,584",1,3,MAT-2,Null
Corporate,Indiana,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","22,48",1,4,MAT,Null
Corporate,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","332,028",9,5,MAT-1,Null
Corporate,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","11,394",9,6,MAT-2,Null
Corporate,Texas,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,"15,552",3,7,MAT,Null
Corporate,Texas,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,"31,104",6,8,MAT-1,Null
Corporate,Texas,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,"6,316",1,9,MAT-2,Null
Home Office,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","11,352",3,10,MAT,Null
Home Office,Pennsylvania,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,"20,808",9,11,MAT-1,Null
Home Office,Illinois,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand","11,416",4,12,MAT-2,Null
Corporate,Pennsylvania,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,"9,408",7,13,MAT,YTD
Home Office,Washington,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606","19,83",1,1,MAT-1,Null
Corporate,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,"209,7",2,2,MAT-2,Null
Home Office,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,"43,92",4,3,MAT,Null
Home Office,California,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,"20,232",3,4,MAT-1,Null
Home Office,Virginia,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,"149,97",3,5,MAT-2,Null
Home Office,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","27,81",3,6,MAT,Null
Corporate,California,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"66,3",3,7,MAT-1,Null
Home Office,Maryland,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,"1,64",1,8,MAT-2,Null
Home Office,Maryland,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,"1049,2",5,9,MAT,Null
Home Office,Maryland,East,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy","20,9",5,10,MAT-1,Null
Consumer,Connecticut,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","88,08",6,11,MAT-2,Null
Consumer,Connecticut,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,"751,92",4,12,MAT,Null
Corporate,New York,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,"887,103",7,13,MAT-1,YTD
Consumer,Florida,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,"55,944",7,1,MAT-2,Null
Consumer,Florida,South,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,"10,688",2,2,MAT,Null
Consumer,Florida,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black","11,824",2,3,MAT-1,Null
Consumer,Illinois,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,"63,312",3,4,MAT-2,Null
Consumer,Illinois,Central,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,"96,784",4,5,MAT,Null
Consumer,Illinois,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,"10,476",3,6,MAT-1,Null
Corporate,Oregon,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","9,762",2,7,MAT-2,Null
Corporate,Washington,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy","196,784",2,8,MAT,Null
Corporate,New York,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","47,98",2,9,MAT-1,Null
Corporate,Connecticut,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,"13,05",5,10,MAT-2,Null
Consumer,Minnesota,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,"63,96",4,11,MAT,Null
Consumer,Georgia,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,"80,48",1,12,MAT-1,Null
Consumer,Pennsylvania,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors","11,673",3,13,MAT-2,YTD-1
Consumer,Texas,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,"863,128",8,1,MAT,Null
Consumer,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,"3,564",3,2,MAT-1,Null
Consumer,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,"956,6648",7,3,MAT-2,Null
Consumer,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,"12,588",3,4,MAT,Null
Consumer,Texas,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,"171,96",5,5,MAT-1,Null
Consumer,Washington,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","871,4",4,6,MAT-2,Null
Corporate,Tennessee,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,"692,472",11,7,MAT,Null
Corporate,Maryland,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","207,76",4,8,MAT-1,Null
Consumer,Utah,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,"71,928",9,9,MAT-2,Null
Consumer,Utah,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black","25,99",1,10,MAT,Null
Corporate,Washington,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,"3,592",1,11,MAT-1,Null
Corporate,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","48,632",2,12,MAT-2,Null
Home Office,Washington,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"323,1",2,13,MAT,YTD-2
Corporate,New Jersey,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta","9099,93",7,1,MAT-1,Null
Corporate,New Jersey,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,"9,96",2,2,MAT-2,Null
Corporate,New Jersey,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,"25,3",5,3,MAT,Null
Home Office,New York,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","11,36",2,4,MAT-1,Null
Home Office,New York,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","69,264",2,5,MAT-2,Null
Consumer,Indiana,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,"3,69",1,6,MAT,Null
Consumer,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"1103,97",3,7,MAT-1,Null
Corporate,Texas,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,"246,1328",2,8,MAT-2,Null
Corporate,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,696",2,9,MAT,Null
Corporate,Texas,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,"439,992",1,10,MAT-1,Null
Home Office,Tennessee,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,"64,784",1,11,MAT-2,Null
Corporate,Texas,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,"33,28",5,12,MAT,Null
Corporate,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,"14,088",3,13,MAT-1,YTD
Home Office,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,"11,16",2,1,MAT-2,Null
Home Office,California,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,"896,328",9,2,MAT,Null
Home Office,California,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189,1,3,MAT-1,Null
Consumer,Pennsylvania,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),"53,982",3,4,MAT-2,Null
